,Price
2056,2450.0
1857,6500.0
1390,5370.0
1870,7200.0
2800,6600.0
3747,9320.0
729,8360.0
232,5750.0
170,18750.0
1559,7150.0
1984,8300.0
3234,4500.0
1411,3750.0
2683,6460.0
3836,3550.0
1678,7480.0
1961,8440.0
1605,1800.0
3308,4750.0
3934,16450.0
1975,3250.0
3453,4150.0
222,7000.0
3456,3950.0
2091,6070.0
1252,14360.0
2041,4250.0
3563,7500.0
2329,3200.0
3387,5950.0
2511,12500.0
673,3250.0
2949,6600.0
335,3100.0
1400,5500.0
3942,4500.0
2747,3150.0
3386,5750.0
648,4500.0
3155,3250.0
435,1600.0
1210,2410.0
3160,5990.0
3046,16000.0
205,8000.0
1134,14490.0
1923,3500.0
3679,5900.0
1019,6250.0
751,2800.0
2859,5810.0
1452,1500.0
616,4700.0
3146,8900.0
1313,2300.0
3394,18250.0
1231,5950.0
1976,6680.0
1789,12500.0
1940,3750.0
2972,12150.0
491,3750.0
686,6370.0
3452,6800.0
3306,4000.0
1421,3000.0
740,6240.0
838,7020.0
715,3900.0
636,2600.0
3263,4750.0
3365,5250.0
133,7640.0
1272,5350.0
3611,5540.0
2451,1650.0
598,2450.0
1154,1990.0
755,15500.0
3407,5500.0
1720,5360.0
2493,6250.0
3173,7250.0
1088,5370.0
2872,6250.0
1334,4750.0
3047,8250.0
2894,2750.0
474,1600.0
2839,2500.0
3796,7610.0
3940,8850.0
646,4610.0
3557,4110.0
517,16000.0
1910,1450.0
1148,1950.0
1613,5270.0
3602,4900.0
1994,6250.0
1332,9750.0
3116,7850.0
2837,1750.0
1406,3900.0
3591,2580.0
3989,5000.0
2202,9110.0
1841,8500.0
2342,2980.0
1461,6950.0
3696,14500.0
593,3250.0
3021,3800.0
961,14230.0
2570,14220.0
173,4250.0
1942,8590.0
1574,4050.0
2420,5500.0
3645,5440.0
689,2350.0
2693,3500.0
772,5850.0
1237,4500.0
2629,7250.0
1041,11500.0
202,10750.0
86,1590.0
113,2250.0
443,4900.0
220,5000.0
2846,4350.0
27,17900.0
3993,6900.0
3704,5650.0
2208,17710.0
2457,3700.0
2003,14500.0
523,1150.0
3252,3750.0
2542,1600.0
1035,4070.000000000001
613,2800.0
1590,4400.0
2850,1400.0
348,18250.0
2215,3250.0
1326,7800.0
4018,5950.0
3952,3000.0
1641,5000.0
1786,4550.0
2936,7250.0
893,3250.0
2743,3600.0
595,4500.0
948,5150.0
3982,5500.0
388,5250.0
227,2110.0
3006,3900.0
461,2700.0
2358,9290.0
2708,1890.0
3093,8750.0
1449,11250.0
2032,2300.0
1356,7650.0
2298,7200.0
275,13190.0
1996,19500.0
3292,4950.0
1312,5700.0
3998,14500.0
294,3250.0
3986,17550.0
3281,4250.0
3399,4750.0
1813,11250.0
885,8200.0
2416,7800.0
3904,5990.0
1108,12900.0
1560,3250.0
1985,4200.0
73,3700.0
2562,4750.0
2803,2900.0
1680,12000.0
3161,2500.0
880,11000.0
3741,2200.0
2411,5040.0
3983,5290.0
83,4800.0
2282,3150.0
473,8600.0
3076,17490.0
2020,5500.0
3806,9250.0
13,4500.0
2391,3990.0
1860,5500.0
1912,3850.0
3086,4850.0
3471,5870.0
1627,3000.0
1339,8270.0
562,2650.0
2524,9000.0
1793,10360.0
39,14050.0
746,16500.0
1540,7500.0
3125,8900.0
3582,4850.0
1458,4950.0
2043,6790.0
391,4900.0
3811,3500.0
2044,4250.0
2086,8250.0
2370,2300.0
3136,4500.0
2619,3750.0
530,9500.0
883,5500.0
2236,3210.0
2077,9750.0
1831,4900.0
262,3500.0
3535,4160.0
244,4750.0
3887,5250.0
1581,6300.0
3413,3900.0
3681,1100.0
1090,6950.0
2578,8900.0
2964,2950.0
2052,9850.0
2362,5950.0
3675,17750.0
3141,3650.0
702,4340.0
2620,17000.0
2984,17250.0
1862,4650.0
2254,3750.0
818,6560.0
3391,5950.0
2690,2400.0
1584,5750.0
3449,7550.0
3218,2600.0
1039,7950.0
2454,16500.0
2192,5600.0
3245,17500.0
102,9700.0
2982,5750.0
3966,5950.0
3921,5450.0
662,3000.0
1608,1300.0
3272,11600.0
3493,18580.0
3786,6000.0
58,9860.0
1573,8250.0
272,2800.0
1104,3500.0
3071,6600.0
1257,5500.0
1531,9300.0
806,18950.0
2983,8750.0
2476,2750.0
725,4350.0
3763,4900.0
3338,2750.0
2490,4100.0
1259,16250.0
2386,5500.0
3548,4820.0
2630,9250.0
3999,10500.0
2874,7500.0
2776,6970.0
1285,7930.0
2101,19250.0
2855,3100.0
3014,3460.0
1711,8500.0
3871,3900.0
392,5400.0
1110,12500.0
441,3250.0
3037,15450.0
1734,2750.0
620,6000.0
3792,5270.0
2359,4100.0
1486,5250.0
724,4500.0
2857,11500.0
2522,3390.0
2224,4490.0
565,4500.0
3189,16000.0
3669,9750.0
4004,7900.0
1352,4990.0
3196,17000.0
3977,10900.0
3110,3850.0
1808,9180.0
3468,3000.0
998,10070.0
1549,6110.0
424,4800.0
727,2900.0
1919,3000.0
777,2250.0
3680,6900.0
3564,6000.0
3828,3690.0
2168,3700.0
3919,3200.0
1490,3900.0
2733,3650.0
2341,5950.0
3556,8750.0
1065,6500.0
3969,9250.0
2212,6990.0
2550,1970.0
350,1950.0
131,8750.0
3126,8109.999999999999
820,10750.0
3804,3190.0
667,4450.0
2198,1500.0
66,5800.0
3435,5910.0
261,8650.0
3507,5600.0
3450,2250.0
3335,1550.0
2987,3700.0
160,7750.0
2307,13000.0
738,2990.0
2380,8600.0
2993,2150.0
438,5700.0
428,7200.0
101,5500.0
1799,2400.0
2434,17080.0
2812,5700.0
3949,17750.0
1509,3900.0
364,5720.0
796,5650.0
550,5040.0
2664,7340.0
1843,9570.0
3757,3800.0
3932,4250.0
278,3700.0
1202,3150.0
401,2000.0
2551,5000.0
943,2190.0
1785,13250.0
2595,7500.0
2445,3290.0
2878,5850.0
1929,4250.0
57,1700.0
2648,3250.0
159,9490.0
2845,7000.0
886,4650.0
3537,2150.0
344,7560.0
95,3280.0
1916,5250.0
3008,9620.0
993,19000.0
2920,6950.0
1528,12500.0
3287,11000.0
317,5750.0
736,8700.0
2586,6500.0
1982,6500.0
255,8430.0
2956,3640.0
2819,3300.0
3523,4050.0
3429,8290.0
2844,3490.0
1239,2900.0
717,2600.0
385,6850.0
965,4450.0
3091,2350.0
1375,5500.0
655,17550.0
3414,6300.0
11,7140.0
2938,3300.0
3618,3750.0
2911,1990.0
3841,6500.0
2704,6300.0
156,12600.0
2875,3550.0
3504,5690.0
2811,5900.0
2393,3500.0
1852,7750.0
1601,4740.0
3596,5150.0
2330,12500.0
301,10460.0
712,7500.0
3608,3200.0
3358,5750.0
1177,3520.0
912,8000.0
2498,11660.0
2647,13280.0
1189,8750.0
833,9500.0
2360,4850.0
3881,11600.0
472,1990.0
3444,1490.0
2474,7250.0
166,6180.0
3628,2230.0
324,2750.0
283,1750.0
526,3750.0
302,16570.0
181,6330.0
2702,4500.0
2126,5200.0
1112,12810.0
382,3750.0
2130,4900.0
3485,3610.0
578,1800.0
837,5850.0
3554,5750.0
427,5840.0
1119,3500.0
3901,3500.0
349,4500.0
1651,2500.0
2681,2500.0
152,4500.0
2729,5900.0
2927,2950.0
3735,2690.0
600,4300.0
2435,5980.0
701,2250.0
1780,2650.0
3242,2970.0
527,3110.0
1407,6990.0
1830,3950.0
1661,4290.0
1715,4250.0
2139,12500.0
3169,7900.0
3498,2650.0
905,6000.0
825,11000.0
3951,4500.0
1897,12500.0
2324,3150.0
604,3500.0
3061,2950.0
1516,4900.0
581,6700.0
1099,2700.0
1880,3500.0
2248,4070.000000000001
1475,2500.0
553,8250.0
1094,2900.0
951,11850.0
953,6500.0
2626,7480.0
3561,4500.0
3115,4500.0
3364,3600.0
3593,6320.0
3041,5250.0
2247,4400.0
3612,1950.0
549,3600.0
426,8750.0
2344,4600.0
1167,16000.0
675,3200.0
3512,4750.0
2799,1700.0
1701,7650.0
3205,3750.0
2377,3100.0
2781,3600.0
1845,1450.0
2040,2750.0
2002,18250.0
842,4000.0
305,5500.0
2099,1350.0
644,4230.0
1068,4520.0
2425,1650.0
3749,12130.0
2680,3100.0
2363,4380.0
785,2650.0
2900,3850.0
627,5500.0
243,4750.0
2903,5100.0
3833,9430.0
1690,2500.0
2459,2620.0
2259,13550.0
3118,3670.0
645,3550.0
504,3300.0
1698,5950.0
2028,2800.0
3048,4950.0
1217,6100.0
944,7900.0
1246,5490.0
3692,4850.0
1244,2100.0
3343,5990.0
1037,4000.0
3503,10970.0
1947,3910.0
1768,1550.0
3923,850.0
865,2250.0
3866,5090.0
3283,3500.0
672,2900.0
3052,4750.0
17,2300.0
153,2500.0
1766,12250.0
2657,3990.0
1585,2750.0
2062,6750.0
854,3000.0
2121,2400.0
2929,5500.0
4006,19650.0
519,5490.0
3124,4350.0
1467,6200.0
1901,4000.0
2501,6350.0
1732,5960.0
2047,3200.0
1007,5000.0
2271,5950.0
3968,16560.0
93,14600.0
2124,7400.0
1368,7500.0
2238,8500.0
2937,11250.0
223,6590.0
3570,10340.0
2263,9500.0
2569,3000.0
1863,2740.0
1918,12030.0
2444,5250.0
387,12080.0
2528,11540.0
1174,2600.0
3415,3320.0
511,2250.0
3712,6000.0
676,3500.0
297,5500.0
3224,5500.0
2887,5490.0
1511,3250.0
3374,2300.0
1374,2600.0
494,2780.0
2070,9250.0
2639,2960.0
2794,4290.0
169,3500.0
3487,15000.0
3895,3710.0
3633,16000.0
1069,9250.0
409,2600.0
2886,6950.0
1,7560.0
2160,8790.0
2446,6820.0
1301,11130.0
2686,3150.0
2544,7500.0
2638,1250.0
3031,8000.0
1952,3000.0
2428,10000.0
2732,8950.0
437,1370.0
1121,7750.0
1995,6150.0
1670,3250.0
2876,6250.0
2095,2450.0
3119,5390.0
3382,5950.0
3462,3150.0
2589,5500.0
3477,3750.0
697,5550.0
1126,4800.0
606,7750.0
238,3000.0
3097,3000.0
967,2000.0
3025,4350.0
3855,4300.0
4013,7500.0
1008,4330.0
1583,4590.0
1821,5550.0
430,2900.0
1795,13960.0
158,4650.0
1746,3900.0
1044,8800.0
1963,10950.0
2337,3750.0
3659,8940.0
3402,4120.0
2012,1750.0
2766,6500.0
3609,2400.0
3448,4000.0
1659,3250.0
453,4250.0
502,9500.0
3722,11270.0
3988,3800.0
1865,1500.0
1013,7530.0
3525,3000.0
3856,3950.0
1143,4450.0
1017,2650.0
2654,5300.0
2636,3000.0
2299,5100.0
1954,6400.0
1788,12750.0
1603,2300.0
2642,1350.0
3899,1000.0
444,5000.0
402,5850.0
1425,2750.0
2628,6530.0
1783,3750.0
245,10490.0
2193,6950.0
1781,3450.0
982,4850.0
2919,2700.0
3422,7700.0
984,5450.0
1718,2750.0
1064,3580.0
611,3630.0
478,11500.0
2269,5650.0
311,7670.0
1539,3650.0
1109,8250.0
2127,2600.0
671,4620.0
2225,4250.0
3180,7500.0
3314,4570.0
684,3250.0
1139,3550.0
810,4110.0
2083,4000.0
1465,11310.0
3621,6540.0
2594,10900.0
1025,6200.0
634,4900.0
3562,2750.0
2406,7500.0
1595,2850.0
2149,5250.0
2710,18750.0
1775,4110.0
2939,8400.0
1393,10000.0
2255,950.0
2059,6490.0
2504,5670.0
4012,5800.0
3295,9310.0
1561,5750.0
163,15500.0
2932,6700.0
3960,2900.0
3431,7210.0
3822,1850.0
1446,3610.0
1232,2500.0
359,5350.0
1512,2870.0
4007,3000.0
2240,3500.0
733,7250.0
208,17000.0
1992,8990.0
3579,2500.0
71,9200.0
3918,4950.0
2158,3050.0
97,5870.0
921,3820.0
2292,3600.0
1401,18000.0
22,17110.0
554,8200.0
2396,5400.0
3590,6670.0
1885,3610.0
3893,3300.0
591,5250.0
2136,6690.0
1858,2900.0
1074,3550.0
592,6460.0
2009,13200.0
3784,10900.0
705,19480.0
2705,15500.0
2614,2950.0
2280,10750.0
3650,10050.0
1100,5450.0
3098,3500.0
2517,4580.0
3868,17000.0
663,2750.0
3769,4250.0
3053,8250.0
2535,2200.0
1010,4750.0
2283,7800.0
3194,16680.0
1015,5150.0
2144,3500.0
1898,3500.0
190,3100.0
10,11500.0
1620,12600.0
1479,4320.0
966,6500.0
144,3650.0
1076,3500.0
558,5490.0
3159,5650.0
1937,6250.0
1436,4000.0
2318,5600.0
2867,10360.0
2706,2950.0
1085,5800.0
2532,4200.0
3780,8500.0
1604,5860.0
79,3370.0
2177,7250.0
811,7100.0
2115,3650.0
3636,3350.0
1149,3250.0
2697,2690.0
1702,6420.0
3070,12500.0
1944,6000.0
609,9950.0
813,6250.0
219,15900.0
40,1500.0
3467,1500.0
2357,11000.0
1309,2050.0
3442,6210.0
2863,6250.0
828,11500.0
1716,3000.0
960,16270.0
2452,5530.0
2328,3000.0
1969,2750.0
1967,4450.0
3469,3000.0
253,2650.0
2100,5400.0
855,6250.0
561,1850.0
3860,12000.0
654,750.0
2943,7800.0
2744,5990.0
3874,2960.0
1382,17850.0
2637,2900.0
82,17500.0
2751,6170.0
2265,4490.0
3030,5200.0
2353,3350.0
2053,1000.0
2587,17650.0
788,11500.0
711,4250.0
2404,3900.0
1118,3190.0
3455,4900.0
1278,3250.0
3307,6640.0
2583,5500.0
465,4500.0
2069,3490.0
378,2850.0
3221,2800.0
3542,1850.0
797,5750.0
2038,5250.0
2021,8470.0
2556,5250.0
1582,7000.0
1667,1020.0
46,5000.0
1485,10950.0
3001,11750.0
1874,5500.0
451,3710.0
2274,6200.0
3279,6980.0
1699,7060.0
1268,1110.0
357,3550.0
2119,2150.0
3438,17000.0
2277,8500.0
1127,10250.0
2310,7750.0
947,4350.0
632,4650.0
2245,1970.0
2553,3650.0
2757,5750.0
1274,1550.0
3598,3410.0
1327,2450.0
2388,1900.0
851,3800.0
3,5100.0
540,5450.0
2467,7250.0
1502,13280.0
3697,5950.0
394,9130.0
2555,4300.0
907,2700.0
2140,5800.0
239,8750.0
1594,6750.0
3955,8650.0
3458,4750.0
1709,7560.0
1021,15250.0
1161,1200.0
2262,5660.0
2789,4500.0
2998,5500.0
47,6400.0
3758,6940.0
1523,3300.0
1818,2900.0
2426,4850.0
1878,4650.0
3848,8320.0
2971,3100.0
1300,4450.0
1639,3250.0
1980,1650.0
499,2350.0
3082,6300.0
2590,2070.0
419,8500.0
2546,4830.0
3347,5050.0
3775,6930.0
2940,16000.0
2724,6960.0
1688,10170.0
1889,1360.0
1487,4900.0
1011,6750.0
2251,3100.0
760,9440.0
2321,5650.0
1164,6750.0
362,5650.0
3700,8610.0
512,5500.0
3372,3250.0
2959,4680.0
2663,6460.0
1351,17850.0
3575,4150.0
1426,4950.0
3508,4950.0
3401,3340.0
2798,6750.0
3366,5230.0
3687,2300.0
1464,5340.0
436,4720.0
906,6830.0
2567,4290.0
831,5120.0
3356,6500.0
3171,5430.0
979,4500.0
3748,3510.0
3646,1600.0
1288,13500.0
2287,8500.0
3529,7290.0
1527,5800.0
2153,8000.0
2944,4500.0
343,3110.0
1643,6500.0
3807,2300.0
3148,2650.0
3978,2700.0
1662,2850.0
2323,13280.0
1273,1800.0
3912,2150.0
1580,5850.0
1442,18000.0
2107,3250.0
2931,8100.0
1949,2150.0
371,5500.0
2184,11600.0
1530,6100.0
623,12950.0
1875,4990.0
49,1750.0
2088,3750.0
477,4750.0
908,9480.0
3077,8390.0
3182,2850.0
1728,3350.0
732,4250.0
2364,11000.0
3829,3750.0
936,4250.0
2623,7500.0
1668,4700.0
1576,4750.0
973,3500.0
3465,2450.0
75,2600.0
2045,12000.0
599,9300.0
1599,15000.0
3910,5250.0
1361,5000.0
1547,4900.0
863,3650.0
